Campaign_ID,Channel,Region,Campaign_Type,Date,Budget,Leads_Generated,Conversions,Revenue,Cost_per_Lead,Conversion_Rate,ROI,Cost_per_Conversion,Revenue_per_Lead,Efficiency_Score
CMP_0122,Paid Ads,North,Awareness,2025-01-02,38840,2434,434,476966,15.957271980279376,0.1783073130649137,11.2802780638517,89.49308755760369,195.95973705834018,2.1896633852553977
CMP_0123,Referral,South,Consideration,2025-01-22,37430,5278,1628,2564100,7.09170140204623,0.308450170519136,67.50387389794282,22.99140049140049,485.80901856763927,21.130031585041856
CMP_0124,SEO,West,Conversion,2025-04-22,28091,5116,1382,1138768,5.490813135261924,0.2701329163408913,39.53853547399523,20.326338639652676,222.58952306489445,10.950792811779008
CMP_0125,Email,West,Consideration,2025-02-26,37983,6929,2348,3500868,5.48174339731563,0.3388656371770818,91.16933891477768,16.176746166950597,505.248665031029,31.23302175954654
CMP_0126,Paid Ads,East,Awareness,2025-03-07,28989,4315,1382,1680512,6.71819235225956,0.3202780996523754,56.97067853323674,20.976121562952244,389.45816917728854,18.566738756183817
CMP_0127,Referral,South,Conversion,2025-03-15,14915,1218,344,420368,12.245484400656814,0.2824302134646962,27.18424404961448,43.35755813953488,345.12972085385877,7.9600820632737115
CMP_0128,Paid Ads,North,Awareness,2025-04-08,47552,8533,2102,1631152,5.572717684284543,0.2463377475682643,33.30248990578735,22.622264509990487,191.15809211297315,8.449998099374781
CMP_0129,Referral,South,Awareness,2025-05-24,23990,4388,614,635490,5.46718322698268,0.1399270738377392,25.489787411421425,39.071661237785015,144.82452142206017,3.706638439063982
CMP_0130,Referral,East,Consideration,2025-04-22,29734,2363,421,274071,12.58315700380872,0.1781633516716038,8.217427860361875,70.6270783847981,115.98434193821413,1.6422078413932921
CMP_0131,SEO,East,Conversion,2025-06-28,19824,3184,718,1043972,6.226130653266332,0.225502512562814,51.66202582728006,27.610027855153202,327.88065326633165,11.87541914069946
CMP_0132,Referral,South,Awareness,2025-05-05,41081,3819,1068,809544,10.757004451427076,0.2796543597800471,18.7060441566661,38.46535580524345,211.97800471327574,5.510881162429797
CMP_0133,Paid Ads,South,Awareness,2025-06-16,16033,2731,693,570339,5.87074331746613,0.2537532039545954,34.57281856171646,23.135642135642136,208.838886854632,9.026716683731053
CMP_0134,Referral,South,Conversion,2025-03-27,47736,9527,1776,2692416,5.010601448514747,0.1864175501207095,55.40221216691805,26.87837837837838,282.6090059829957,10.51436221354534
CMP_0135,SEO,West,Awareness,2025-03-17,21241,1157,117,160056,18.358686257562663,0.1011235955056179,6.535238453933431,181.54700854700855,138.3370786516854,0.7619904054539425
CMP_0136,SEO,North,Awareness,2025-03-29,10939,2019,502,848882,5.41802872709262,0.2486379395740465,76.60142609013621,21.790836653386453,420.44675581971273,19.29465869105913
CMP_0137,Paid Ads,South,Conversion,2025-06-17,40063,5744,1066,1265342,6.974756267409471,0.1855849582172702,30.583805506327533,37.58255159474672,220.28934540389972,5.861479225234183
CMP_0138,Social Media,South,Conversion,2025-02-07,39464,7735,2478,2004702,5.102003878474466,0.3203619909502262,49.7982465031421,15.925746569814367,259.172850678733,16.273827386526975
CMP_0139,Social Media,South,Conversion,2025-02-28,16185,1938,207,269514,8.35139318885449,0.1068111455108359,15.652085264133456,78.18840579710145,139.06811145510835,1.7786283022062053
CMP_0140,Referral,East,Conversion,2025-05-18,32045,5675,1563,2467977,5.64669603524229,0.2754185022026432,76.01597753159619,20.502239283429304,434.88581497797355,21.211625177424644
CMP_0141,Email,East,Consideration,2025-04-09,49769,2954,1129,1263351,16.848002708192283,0.3821936357481381,24.384295444955697,44.08237378210806,427.67467840216653,9.70171616701252
CMP_0142,Referral,West,Conversion,2025-03-04,24167,2423,369,358668,9.97399917457697,0.1522905489063145,13.841229776141018,65.49322493224932,148.02641353693767,2.260179029053255
CMP_0143,Paid Ads,North,Consideration,2025-02-18,41412,2486,600,1091400,16.658085277554303,0.2413515687851971,25.354679802955665,69.02,439.0185036202735,6.360743315274899
CMP_0144,Paid Ads,West,Consideration,2025-02-01,26625,5226,665,638400,5.094718714121699,0.1272483735170302,22.977464788732394,40.037593984962406,122.15843857634903,3.05109339542806
CMP_0145,Paid Ads,North,Consideration,2025-05-15,44188,7624,2193,4050471,5.795907660020986,0.2876442812172088,90.6645016746628,20.14956680346557,531.2789874081847,26.366769697342015
CMP_0146,Paid Ads,East,Awareness,2025-01-21,32076,5705,1512,1985256,5.622436459246275,0.2650306748466258,60.89225589225589,21.214285714285715,347.9852760736196,16.40334634690463
CMP_0147,Paid Ads,East,Consideration,2025-01-20,49605,9459,2101,2825845,5.244211861718997,0.2221165028015646,55.96693881665155,23.61018562589243,298.7466962681045,12.653297225265344
CMP_0148,SEO,East,Consideration,2025-06-03,24029,1508,386,642304,15.934350132625994,0.2559681697612732,25.73036747263723,62.251295336787564,425.9310344827586,6.842123239017223
CMP_0149,Social Media,West,Awareness,2025-05-07,27973,3016,1112,1296592,9.274867374005304,0.3687002652519894,45.351553283523394,25.155575539568346,429.9045092838196,17.089829990476797
CMP_0150,Paid Ads,South,Awareness,2025-03-09,44121,2676,425,323425,16.48766816143498,0.1588191330343796,6.330409555540445,103.81411764705882,120.86136023916293,1.1642092903978658
CMP_0151,Email,South,Awareness,2025-04-20,36433,2973,317,615931,12.254624957954928,0.1066263033972418,15.905854582384102,114.93059936908517,207.1749075008409,1.8026087798909385
CMP_0152,Email,East,Conversion,2025-04-26,48309,4077,1461,2577204,11.84915378955114,0.3583517292126563,52.3483201887847,33.06570841889117,632.1324503311258,19.11746279024146
CMP_0153,Email,South,Awareness,2025-05-23,6932,834,227,193858,8.311750599520384,0.2721822541966426,26.965666474321985,30.537444933920703,232.44364508393286,7.611758141092434
CMP_0154,Email,South,Awareness,2025-04-30,49254,4446,1632,2071008,11.078272604588394,0.3670715249662618,41.04750883177001,30.18014705882353,465.8137651821862,15.43444318791018
CMP_0155,SEO,West,Consideration,2025-03-20,6757,440,122,82838,15.356818181818182,0.2772727272727273,11.25958265502442,55.385245901639344,188.26818181818183,3.3992479179840434
CMP_0156,Email,North,Awareness,2025-04-26,35722,2683,920,519800,13.31420052180395,0.3428997390980246,13.551256928503443,38.82826086956522,193.7383525903839,4.989622204332154
CMP_0157,Paid Ads,East,Conversion,2025-04-02,42853,3089,707,932533,13.87277436063451,0.2288766591129815,20.761206916668613,60.612446958981614,301.8883133700227,4.980632337353418
CMP_0158,Referral,East,Awareness,2025-01-14,43405,8505,2763,5169573,5.103468547912993,0.3248677248677248,118.10086395576546,15.70937386898299,607.8275132275132,38.692026703089944
CMP_0159,Email,West,Conversion,2025-06-04,6116,1002,374,250580,6.103792415169661,0.373253493013972,39.97122302158273,16.352941176470587,250.07984031936127,15.29265210586022
